ID, full_names, score1, score2
14758, Agnes Farrell, 37, 33
22414, Glenda James, 40, 34
29704, Jp Byrne, 20, 42
14910, Les Byrne, 36, 23
15862, Jenna Shepherd, 39, 25
15867, Stan Prior, 28, 36
26660, Maureen Pratt, 35, 31
20525, Sheridan Stevenson, 32, 37
25174, Kimberly Wood, 20, 37
10272, Trevor Leach, 44, 20
24047, Annie Dale, 35, 25
20193, Nadia McLennan, 29, 24
14973, Vickie Joseph, 21, 40
15730, Louis Winter, 26, 34
26556, Jones Griffin, 45, 48
10806, Kai McFarlane, 27, 43
12456, Tiffany McLaren, 30, 29
22282, Damon Lane, 22, 47
14499, Suzie Miller, 22, 22
25056, Daisy Dent, 26, 23
12268, Stella Mahony, 43, 29
15075, Vince Gould, 35, 45
25249, Laurence Welsh, 36, 29
24324, Dwayne Hennessy, 22, 35
21468, Douglas Kendall, 36, 34
22070, Kev Wyatt, 31, 42
14955, Laurence FitzGerald, 44, 36
15887, Jerome Higgins, 31, 38
32443, Judith Cheung, 39, 35
22024, Teresa Ridley, 31, 20
20343, Jules Rowe, 22, 21
25984, Trina Hosking, 28, 34
14944, Brenda McDermott, 48, 31
27107, Jodi McCarthy, 23, 30
19847, Beth Gillespie, 46, 43
29653, Ebony Roach, 24, 25
10960, Adele Gibson, 40, 49
11149, Kirsten Reilly, 41, 39
10852, Geoff Petersen, 32, 31
15231, Rhonda Gardiner, 45, 33
20624, Trevor Hunter, 36, 31
26487, Victoria McRae, 42, 20
12681, Doug Gates, 36, 33
22435, Kara Humphries, 30, 33
25360, Belinda McRae, 24, 37
11511, Frances Jarrett, 48, 35
21400, Philippa Chalmers, 38, 27
20269, Jorge Hetherington, 41, 41
25814, Michelle Thorne, 22, 26
16458, Terrence Lewis, 26, 32
13878, Jerome Parkinson, 45, 27
19784, Andre Bull, 32, 30
14249, Mitchell Edmonds, 47, 35
12356, Jason Edwards, 42, 34
15039, Adam Cumming, 42, 33
25157, Mohammad Booth, 24, 25
14480, Andre Ritchie, 31, 35
27340, Alistair Jennings, 39, 24
13406, Patricia Sheehan, 23, 49
24164, Prue Richmond, 21, 24
13189, Morgan Chalmers, 39, 47
17588, Adam Wheeler, 32, 27
27634, Glenn Poole, 32, 20
20681, Russell Stacey, 47, 47
19427, Raymond Marriott, 25, 33
29084, Jennie Harwood, 37, 47
15116, John O'Rourke, 38, 26
25915, Ally Curran, 30, 26
20991, Josh Conway, 46, 30
15564, Rachael Brennan, 37, 38
11421, Chantelle Fogarty, 38, 31
21617, Crystal Boyle, 28, 48
13236, Dale Parry, 23, 32
24997, Smith Duff, 21, 43
17828, Cathie Jacobs, 20, 35
12155, Alexander Gilmore, 34, 31
11158, Paddy French, 42, 26
19392, Alana Singh, 45, 48
11393, Shaun Ma, 21, 34
16207, Max Newell, 24, 34
10233, Harold Davey, 38, 49
30061, Danielle Bowen, 42, 28
18802, Md Bartlett, 44, 31
28518, Jessie Ware, 35, 47
20051, Daisy Zhou, 46, 32
15547, Christine Aitken, 22, 27
23496, Dick Cavanagh, 34, 44
20226, Lyndal Bloomfield, 28, 23
12686, Lois Walter, 22, 21
28963, Judi Hancock, 30, 39
21793, Dani Maguire, 42, 24
10375, Raymond Neal, 44, 48
13222, Medical Bourne, 22, 25
17140, Owen Rae, 24, 41
23889, Amber Hogan, 35, 45
16628, Lloyd Edwards, 49, 29
13272, Kristina Devine, 31, 42
24437, Malcolm Nicholls, 23, 40
18470, Celia Dempsey, 44, 47
29074, Vijay Neil, 45, 41
31798, Anne-Maree Woods, 46, 31
26821, Peggy Partridge, 45, 26
28678, Howard Palmer, 43, 22
16614, Jasmine Noonan, 32, 21
18639, Kenny Parry, 35, 38
11459, Suzy Healy, 28, 49
16677, Niall Moore, 46, 49
13694, Dylan Schneider, 40, 26
15833, Ebony Watson, 29, 37
24055, Jacki Jackson, 35, 33
14215, Janette Gale, 36, 45
15220, Drew Lovell, 39, 21
13599, Eric Wicks, 39, 23
16925, Therese Joseph, 22, 39
10585, Stefan Waller, 30, 40
10827, Bree Lyons, 46, 47
20002, Cindy Michael, 26, 23
22007, Zac Sykes, 37, 37
30795, Laurie Dickson, 25, 42
11154, Kristi Lane, 35, 26
16609, Jessica Dean, 29, 39
12703, Megan Reynolds, 28, 30
17505, Colin Marshall, 20, 46
12084, Bernie Walton, 43, 46
20851, Anthony Woods, 20, 25
13679, Hayley Kavanagh, 35, 31
18679, Chelsea Shaw, 46, 33
11569, Hannah Hunt, 31, 46
18383, Cate Hardy, 36, 23
14428, Gwen Hutchinson, 25, 36
28133, Liam Wills, 32, 42
19345, Des Fernando, 38, 40
26253, Sandy Cochrane, 45, 20
24017, Alexis O'Leary, 23, 29
12957, Lin McDonald, 34, 48
12164, Oliver Close, 37, 23
11130, Carl Cameron, 49, 42
16951, Johanna McDermott, 28, 20
25215, Regina Gardiner, 34, 39
34150, Phil McInerney, 29, 39
10218, Jacques Hanson, 39, 23
22155, Janelle McKenna, 32, 34
11224, Doris Armstrong, 24, 37
10888, George Dent, 33, 26
13014, Timothy Hilton, 48, 40
20191, Cherry MacDonald, 40, 31
14761, Georgia Webber, 20, 33
17996, Karla Corcoran, 22, 25
23235, Loretta Baker, 28, 40
23233, Genevieve Ross, 46, 41
14573, Laura Pratt, 21, 20
20857, Charles Ho, 26, 21
10597, Lois Kavanagh, 41, 46
17938, Richard Curtis, 27, 49
21922, Josh Parkes, 24, 20
17166, Siobhan Andersen, 26, 43
13918, Liza Crane, 25, 40
14465, Kane Browne, 23, 41
26120, Ashlee Xu, 42, 37
16291, Rosemary Doyle, 38, 48
26907, Susan Long, 37, 25
11773, Drew Lynch, 47, 25
12737, Lex Lu, 26, 30
29017, Mitch Ho, 45, 33
15554, Geoff Potter, 45, 20
25501, Rae Lord, 33, 26
13757, Des Pollock, 35, 48
21160, Cherry Mills, 46, 47
18225, Mohammad McKenna, 23, 30
24495, Beau Godfrey, 36, 28
30315, Naomi Fulton, 31, 36
16313, Suzie Kaur, 49, 40
14198, Erik Rowe, 32, 22
26595, Luke Jarrett, 20, 23
19796, Ruby Kaur, 21, 45
19882, Suzie Parkes, 43, 37
13524, Lewis Sharma, 48, 37
17189, Neil Wicks, 38, 45
27010, Medical Foley, 31, 20
16483, Chantal Eaton, 32, 25
12430, Margo Firth, 49, 40
17717, Allison Chamberlain, 43, 40
17629, Leonie Moon, 36, 48
21184, Jules Bradford, 35, 44
21096, Janet Burton, 24, 41
16108, Vicki Small, 36, 21
12655, Alan John, 43, 38
14334, Jan Morrow, 35, 25
19789, Max Richardson, 45, 48
11776, Camilla Rhodes, 30, 43
27280, Eleanor Edwards, 41, 38
16602, Brendan Wyatt, 33, 28
19258, Maxwell Costello, 41, 27
14017, Noel Mercer, 21, 34
15306, Maryanne Lane, 22, 25
31909, Duncan Dixon, 22, 35
13426, Damian Henry, 33, 22
15069, Gerard Stewart, 45, 31
17853, Meg Charlton, 49, 22
18818, Hazel Hickey, 22, 22
14425, Brad Millard, 22, 26
23016, Jared Devine, 40, 48
15630, Anna Gunn, 45, 32
16495, Laurence Roberts, 47, 32
14772, Niall MacKie, 26, 41
14246, Dale Sullivan, 44, 21
11396, May Everett, 45, 49
28207, Yvonne Hall, 44, 46
15839, Nicolas Dunn, 22, 34
22304, Simon McDougall, 32, 30
10074, Ruth Guy, 42, 45
14693, Florence Hurley, 27, 30
12807, Cathie Mead, 43, 24
10177, Amit McKenzie, 47, 41
25232, Doris Goodman, 32, 36
19766, Pip Jarvis, 32, 31
24382, Karina Thorne, 37, 27
27313, Carla Nugent, 30, 20
17106, Nina Clarke, 45, 42
11496, Benjamin Simpson, 22, 49
29446, Taryn O'Keefe, 45, 47
22478, Glenys Briggs, 38, 21
18551, Graeme Bell, 30, 25
15419, Syed Kenny, 28, 35
30916, Kirsty Lindsay, 35, 41
32400, Diane McPhee, 33, 48
15310, Tyler Dowling, 40, 24
32988, Deanna Pritchard, 45, 43
11162, Alex Heffernan, 32, 49
23165, Natalie Howe, 42, 40
32867, Drew Hawkins, 45, 34
13776, Aimee Swan, 41, 28
13705, Carol Peacock, 42, 40
22474, Helena Cullen, 30, 41
13554, Don Neville, 37, 42
10485, Corinne Schulz, 36, 27
12100, Des Kirby, 26, 35
25710, Roberto Muir, 25, 48
22172, Sunil Bradley, 32, 30
17396, Campbell Spencer, 31, 41
13574, Md Cameron, 23, 23
21192, Roz Townsend, 36, 48
14054, Max Townsend, 41, 31
20371, Phillipa O'Neill, 39, 23
10596, Jerry Craig, 39, 22
11351, Amit Gordon, 20, 22
16907, Monica Hammond, 32, 46
12315, Justine McCormack, 30, 30
25470, Mohamed Gibson, 25, 39
14660, Warwick Clarke, 37, 22
16639, Jen Smith, 34, 23
16304, Damien Yu, 27, 39
12918, Nicki Buchanan, 33, 41
15536, Cherie Peacock, 43, 41
23963, Geoff Matheson, 30, 30
20840, Sharyn Porter, 32, 21
20464, Tegan Bloomfield, 32, 26
23680, Jeffrey Charles, 21, 47
26050, Anne-Marie Dodds, 43, 42
15079, Elissa Dixon, 23, 34
16199, Ash Sharma, 47, 42
19253, Troy Harper, 26, 45
29922, Stanley Wicks, 47, 43
13084, Marg Steele, 36, 27
12405, Gabriel Doherty, 34, 42
17178, John Dean, 31, 33
21592, Eva McDermott, 47, 44
14823, Kerrie Hawkins, 20, 34
10308, Sheila Tan, 49, 35
24640, Col Maloney, 30, 24
10733, Darryn MacPherson, 39, 23
21366, Simone Sampson, 30, 20
12984, Jade Atkinson, 34, 38
26808, Lance Casey, 43, 43
24767, Lawrence Elliott, 29, 38
14998, Grahame Raymond, 45, 26
19940, Cory Huynh, 42, 44
14114, Bridget Knowles, 41, 24
14496, Karin Palmer, 49, 24
11805, Nicole Partridge, 46, 25
24525, Catherine Johns, 43, 31
12288, Cherry Noble, 47, 40
21392, Jones Everett, 20, 47
19578, Nat Cullen, 24, 20
13716, Toni Barlow, 37, 44
28158, Jodie Grigg, 40, 49
13601, Kirsten Walsh, 45, 39
11554, Tamara Fox, 44, 43
22906, Neal Waller, 24, 42
26827, Sheila Meyer, 24, 23
17224, Blake Irving, 20, 28
22905, Yvette Hutchinson, 21, 46
30786, Errol Cartwright, 40, 47
12880, Ray Kim, 38, 48
14627, Jo-Anne McKenna, 29, 25
24881, Susan Wills, 48, 42
27792, Deidre Byrnes, 26, 29
22022, Mathew Waters, 32, 46
19746, Ingrid Foster, 47, 20
15857, Byron Daly, 38, 35
25413, Grant Andersen, 24, 46
14845, Josh Bradley, 36, 24
18851, Barrie Burt, 22, 23
14794, Deanna O'Shea, 37, 32
10770, Ivan Zhu, 41, 26
27523, Olivia Wheatley, 44, 25
21379, Nicola Beattie, 47, 20
25172, Kev Langford, 36, 47
15642, Grahame Savage, 43, 27
13590, Micheal Gee, 23, 31
14896, Stanley Lin, 26, 24
14923, Donna Nunn, 28, 35
15841, William Schultz, 33, 27
30481, Dion Benson, 32, 35
16581, Helene Tobin, 36, 31
23618, Sandi Wilson, 20, 24
18184, Dirk George, 23, 39
19035, Cherry Douglas, 42, 28
14964, Deanne Connolly, 32, 30
11381, Pip Lancaster, 38, 45
10511, Jayne Warner, 22, 39
11389, Penny Rowley, 24, 43
14285, Harold Lacey, 24, 37
20129, Natalie Edwards, 33, 25
19065, Jonathan McKinnon, 36, 20
15106, Andre Moss, 20, 48
20620, Rosemary Kenny, 21, 35
21241, Mal Walsh, 30, 47
27359, Emmanuel Lam, 28, 34
18169, Darryl Ross, 27, 29
23696, Danny McConnell, 38, 36
10728, Bethany Caldwell, 33, 24
12821, Agnes Moss, 24, 25
25898, Sean Bourke, 45, 42
18429, Antony Parsons, 27, 38
12454, Sebastian Wild, 27, 32
21423, Marion Hillier, 46, 35
15779, Vince Firth, 37, 28
18945, Sean Atkins, 36, 39
13359, Quentin Oliver, 35, 38
13635, Lyndall Holland, 35, 33
31244, Ashleigh Hunt, 26, 30
33116, Crystal Richardson, 48, 49
14602, Margaret Millard, 31, 40
27508, Mary Howarth, 26, 25
19309, Eddy Haines, 25, 26
24151, Darryl Jackson, 37, 40
25556, Leah Manning, 20, 38
24902, Sabrina Olsen, 44, 22
13402, Arnold Beaumont, 24, 30
11439, Susan Cahill, 29, 32
24011, Rebekah Parkinson, 23, 35
23602, Owen Singh, 40, 47
20560, Isaac Davies, 23, 26
11213, Jodi Sanderson, 46, 49
25120, Lyndal Hoffmann, 29, 29
21055, Chrissy Wright, 23, 36
10267, Mr Fernando, 46, 35
24629, Vivienne Bird, 47, 23
24932, Johan Lacey, 38, 34
18903, Marnie Dyson, 31, 29
12549, Suzanne Field, 28, 23
23363, Cherry Hammond, 44, 34
10815, Tess Kelly, 35, 48
10053, Vincent Lloyd, 34, 37
14182, Anita Gardner, 22, 40
26161, Carrie Maynard, 35, 23
17858, Keith Lynch, 37, 41
15237, Roy Cummins, 21, 48
17770, Tommy Ashton, 22, 38
21482, Melanie Perry, 22, 49
20310, Jodie Tomlinson, 39, 34
21294, Virginia Thorpe, 43, 26
13194, Tracey Dillon, 38, 34
11219, Blake Crook, 37, 26
11072, Joanne Clark, 48, 38
24075, Julianne Moss, 29, 28
28431, Lachlan Barton, 46, 47
26849, Clint Gale, 38, 34
15636, April Barlow, 40, 46
11626, Kris Bryant, 22, 37
15172, Tom Fogarty, 21, 20
19973, Emma O'Halloran, 27, 29
14364, Jade McPhee, 47, 37
19526, Marianne Tran, 45, 38
30698, Celia Waters, 35, 21
14867, Adrian Gray, 27, 30
11525, Doris Austin, 26, 20
26645, Jp Cummins, 37, 22
27192, Terence Pearson, 22, 21
11679, Ingrid Brook, 22, 26
24611, Martha Ashton, 35, 22
26959, Catherine Sanderson, 40, 49
12115, Annette Koch, 42, 48
12326, Joel Barry, 20, 48
28498, Duane Gleeson, 48, 40
26106, Trisha Donald, 34, 26
27552, Margaret Schultz, 49, 35
14238, Tracy Grey, 33, 37
23141, Kristine Schultz, 39, 32
29516, Jay Keane, 32, 38
13179, Elle Moyle, 36, 22
21411, Lois Kennedy, 20, 26
16186, Arthur Hill, 39, 20
19159, Sharron Goodman, 26, 34
17126, Phillip Sim, 49, 35
23251, Dick Nielsen, 22, 32
19374, Marcel Lawrence, 45, 48
26706, Rodney Foley, 36, 43
29038, Jesse Wallis, 45, 33
11121, Hamish Miller, 32, 24
20564, Lynn Camilleri, 24, 46
14016, Bec Amos, 22, 43
15324, Anne Cleary, 28, 31
12979, Damien Love, 43, 45
22601, Rupert McNeill, 43, 29
23835, Amber Singh, 22, 25
11743, Mal Vickers, 30, 42
12275, Mitchell Ferris, 46, 49
11684, Alastair Small, 45, 46
18385, Dion Coleman, 39, 49
24867, Dominique Lord, 30, 33
16151, Alexander Stephenson, 28, 34
25734, Raymond Donnelly, 43, 36
18425, Jenna Christian, 33, 33
29615, Fraser Madden, 25, 27
27363, Aileen Fowler, 26, 27
12204, Katie Sweeney, 23, 37
13439, Patricia Cox, 36, 48
31331, Alister McKinnon, 31, 44
12873, Micheal Tobin, 29, 49
19283, Bradley Holloway, 27, 48
19721, Rebbecca Hopkins, 31, 32
26939, Elle Drake, 40, 48
13860, Kay Conroy, 25, 23
11887, Martina Rankin, 40, 30
18731, Jacques Quinn, 28, 47
22749, Pieter Dunlop, 41, 31
29901, Jo-Anne Burgess, 22, 46
27966, Nelson Nash, 37, 41
19871, Kent Pitt, 24, 32
20522, Tristan Hyland, 30, 44
10109, Theo Perry, 40, 21
24687, Esther Norris, 31, 22
12363, Vijay Burrows, 41, 25
10134, Zoe McPherson, 28, 36
29107, Carmen Logan, 24, 34
14450, Ella Devine, 26, 25
11262, Cliff Lyons, 30, 45
10248, Donna Slater, 32, 34
24233, Trisha Bartlett, 35, 49
15463, Min Talbot, 22, 26
15932, Kelly Hennessy, 23, 44
14510, Pat Harrington, 22, 46
11606, Darryn O'Keefe, 30, 26
32645, Juanita Perkins, 23, 28
12296, Susanne McBride, 24, 48
13915, Rosalie Smyth, 33, 36
14444, Allan Savage, 36, 48
11239, Ellen Kirby, 24, 38
19153, Ruby Bennett, 25, 44
27271, Nicki Cummings, 40, 25
18440, Dirk Wang, 23, 39
16813, Albert Zhang, 47, 23
25239, Amelia Fernandez, 22, 28
12139, Leesa Carpenter, 36, 45
18953, Frederick Cheung, 36, 27
16911, Hamish Slater, 37, 20
14686, Rene MacLeod, 36, 22
14536, Aileen Bateman, 49, 26
25332, Xavier Cooper, 37, 33
11339, Helena Graham, 37, 33
11968, Kaye Bradford, 41, 44
11833, Kristy Dunne, 39, 27
17357, Roland Quinn, 26, 48
15516, Bryce Arthur, 40, 20
19421, Meagan Herbert, 45, 20
12471, Eddie Edwards, 49, 37
13887, Sylvia Sims, 20, 32
32466, Monika Ashton, 37, 44
25341, Lachlan Charlton, 38, 20
12301, Virginia Gillies, 20, 21
12713, Warren Hayes, 42, 27
28529, Elissa Barnett, 49, 43
23717, Stuart Ridley, 43, 49
28151, Christian Webb, 36, 34
30141, Krystal Shepherd, 38, 36
21549, Suzanne Donovan, 30, 43
22552, Eric Dyson, 43, 32
23103, Sam Clifton, 26, 29
19129, Glenn Shaw, 28, 26
13411, Hamish Cummings, 49, 47
12104, Troy Bright, 47, 39
12230, Larissa Hancock, 23, 34
10312, Dom Dunlop, 21, 37
26215, Bernadette Cameron, 30, 21
10647, Kathryn James, 25, 48
25582, Simon Lockwood, 49, 45
11052, Anthony Blair, 43, 38
12274, Gus Campbell, 27, 42
26374, Lyndon Inglis, 31, 41
14892, Marilyn Mortimer, 26, 20
16114, Robert Morris, 29, 35
17343, Carol McCallum, 36, 38
20977, Alf Fuller, 28, 38
31555, Shannon Goddard, 25, 31
24284, Beth Norris, 41, 33
18301, Jen Parkes, 25, 25
16859, Bill Kavanagh, 39, 31
27720, Brad Matheson, 23, 33
20214, Carlo Murphy, 48, 30
22756, Marian Webster, 41, 29
11724, Georgia Newell, 39, 28
17592, Rosa Everett, 31, 33
19315, Warren O'Donnell, 46, 32
26332, Monique Millar, 30, 22
27683, Madeleine Bush, 25, 46
26237, Guy Charlton, 29, 36
14022, Johanna Fraser, 38, 36
10458, Diana Dick, 37, 48
20289, Danielle Andrews, 48, 28
18845, Norman Malcolm, 33, 34
15901, Annabel Slater, 39, 39
11168, Pauline Costello, 33, 27
11259, Vivienne Bateman, 23, 32
29233, Lionel Cullen, 48, 30
19640, Carly Morrow, 46, 24
13316, Natalie Burt, 22, 39
14213, Charlene Faulkner, 39, 40
14134, Lin Law, 25, 27
33154, Trish Francis, 38, 42
17556, Tanya Harrington, 49, 39
12869, Maryanne Kearney, 21, 21
14580, Cherie Pollard, 24, 39
20208, Esther Keating, 43, 37
12130, Lois Power, 48, 23
11256, Anna Zhou, 44, 32
11354, Mary Vincent, 39, 20
14787, Beverly McCarthy, 43, 34
31256, Jose Whitehead, 23, 26
12764, Janine Rose, 27, 43
23470, Rachelle Morley, 32, 44
11027, Sara Beasley, 32, 44
24131, Maurice Foster, 48, 22
10022, Shelly Potts, 34, 28
12069, Karl Wallis, 28, 24
18522, Andre Houghton, 38, 46
16620, Shelley Fisher, 44, 29
10658, Nadine McIntyre, 45, 32
31122, Anita Humphrey, 48, 43
20670, Jon Knight, 37, 47
12562, Damian Butcher, 49, 29
17294, Drew Chong, 37, 30
15031, Kristy Schmidt, 34, 23
20119, Noel Penny, 41, 31
21226, Ivan Yu, 32, 44
29557, Narelle Seymour, 48, 47
16361, Jessie Hanson, 40, 40
14838, Stephen Dixon, 29, 38
22397, Tegan McFarlane, 47, 33
27140, Sophia Lam, 43, 35
13649, Wes Sharp, 30, 25
24550, Karin Cole, 28, 22
11708, Ryan Anthony, 46, 28
12351, Shelley Allen, 26, 25
23899, Phillipa White, 37, 47
14958, Lauren Smyth, 36, 38
18179, Jean Finlay, 21, 24
22963, Yvette Finch, 31, 34
26833, Frances Cook, 31, 39
13760, Pauline McFarlane, 41, 34
21095, Trudy Walsh, 34, 41
15973, Grant Amos, 46, 22
20084, Johanna Hunter, 42, 31
21200, Sheryl Steele, 49, 25
13466, Melanie Arnold, 29, 37
11759, Vincent Slattery, 43, 45
16696, Kay Egan, 34, 37
30574, Tanya Gregory, 21, 37
16524, Sasha Wicks, 28, 45
22445, Trina Nixon, 40, 41
13500, Mick Simpson, 45, 30
26509, Kimberley Cousins, 36, 29
14412, Natasha Whelan, 39, 30
14634, Eve Wang, 25, 31
11967, Celia Parkinson, 41, 44
31205, Doug Shah, 23, 20
14859, Jasmin Page, 38, 41
10432, Jock Yang, 24, 37
19909, Desiree North, 48, 28
20340, Gerald Kane, 29, 29
20876, Bridget Wiseman, 39, 29
21948, Alex Olsen, 33, 40
10189, Ray Lam, 26, 20
29988, Di Tang, 20, 31
14556, Jaime MacKenzie, 44, 49
10978, Tim Doyle, 36, 42
16230, Siobhan Duggan, 42, 40
12285, Susanne Mathews, 41, 42
11695, Elissa Gates, 43, 23
13657, Jillian Herbert, 35, 37
18042, Alison Mortimer, 37, 33
11335, Chloe McLaughlin, 44, 42
22888, Christina Boyle, 33, 20
17220, Nancy McLaughlin, 35, 40
25942, Moira McKinnon, 22, 46
22948, Douglas Castle, 38, 44
22421, Sue Potts, 39, 34
29583, Jacob Ng, 21, 25
23765, Marie Brady, 30, 47
14913, Howard Mason, 31, 21
10224, Maggie Moyle, 44, 20
29067, Mohammad Hull, 33, 33
10480, Reg Bowden, 30, 22
15468, Toby Waller, 38, 46
30741, Martha Drake, 30, 39
11859, Sara Haines, 36, 49
21747, Garry Millard, 46, 37
13094, Kristian Andersen, 30, 42
10715, Desmond Kidd, 34, 43
13643, Gavan Schultz, 26, 34
34207, Peggy Bennett, 28, 48
26760, Alexander Moyle, 44, 27
19619, Luisa O'Connor, 46, 34
18273, Lisa Keating, 33, 48
17821, Johan Carroll, 27, 20
28827, Kerri Webster, 34, 21
18461, Jp Welch, 44, 39
12182, Margie Welsh, 45, 35
11534, Sunny Fernandez, 25, 26
13139, Toni Arnold, 33, 29
16489, Glenda O'Leary, 43, 23
10526, Pierre Keen, 21, 27
31289, Stanley Perkins, 49, 36
18258, Kenny Robins, 37, 22
22705, Jane Peters, 41, 35
24815, Frederick Newton, 43, 30
12517, Hayden Jarrett, 28, 24
23359, Maree Mortimer, 33, 21
24279, Connie Bateman, 47, 34
20921, Evelyn Reid, 33, 47
10536, Trudi Walters, 33, 29
18101, Caitlin Stringer, 31, 36
20033, Nathan Welsh, 21, 32
24314, Stephen Hutchinson, 35, 44
18541, Esther Chong, 48, 39
12812, Rhiannon Butler, 41, 35
17746, Tyson Kirby, 42, 47
20147, Julianne Hobbs, 36, 49
17204, Graham Fogarty, 28, 49
17324, Dad Paterson, 35, 28
12380, Annabel Shepherd, 41, 37
20950, Rory Yang, 31, 44
23901, Toni Logan, 34, 41
17208, Jenna Patel, 26, 25
11909, April Monaghan, 45, 27
12371, Kristie Oliver, 49, 26
25655, Charlene Hanson, 48, 36
23002, Larissa Goodwin, 45, 45
19779, Karina Wyatt, 32, 22
14100, Bruce Burt, 46, 39
16959, Daryl Clarke, 30, 34
17059, Janine Miller, 39, 48
10011, Lorraine Hickey, 26, 23
13857, Ian Beasley, 22, 41
23134, Edwina Reeves, 27, 35
14305, Laurence Xu, 22, 32
22719, Karin Walton, 26, 20
15396, Fred McArthur, 40, 22
16655, Angela Hooper, 36, 38
18310, Crystal Weeks, 37, 37
25023, Andre Dean, 32, 42
13448, Col Robins, 33, 36
11761, Kristie McDougall, 44, 24
21971, Justin Burt, 28, 44
11370, Fred Jackson, 44, 38
16094, Joanne Atkinson, 41, 39
18681, Celia Whiting, 20, 28
11802, Mat Malone, 37, 30
32828, Joseph Anthony, 44, 26
25415, Pieter Burnett, 34, 33
20410, Adele Ryan, 37, 32
12947, Lucy Irving, 26, 20
19304, Shirley Cummins, 31, 43
11955, Brendan Godfrey, 33, 48
24693, Jock Hennessy, 27, 49
11274, Antonio Ingram, 29, 36
11795, Reg Rees, 42, 35
25042, Sunil Richards, 40, 36
27943, Therese Hanson, 49, 24
22118, Gabby Myers, 46, 37
21910, Brenton Carey, 30, 48
26955, Vince Walker, 38, 23
21680, Katie Willis, 22, 40
22189, Barry Turnbull, 48, 32
18986, Jacquie Tang, 47, 44
15686, Kristi Robson, 30, 38
11627, Sonia Kim, 42, 22
12227, Angela Hill, 39, 39
12782, Bec Bartlett, 29, 39
10183, Sebastian Low, 34, 26
15832, Jon Delaney, 38, 39
11881, Celia Walter, 22, 30
17974, Laurie Barton, 24, 30
19729, Lana Michael, 40, 37
26304, Maree Xu, 40, 41
20434, Jessie Bailey, 30, 45
15509, Grahame Schulz, 26, 43
28080, Maree Hargreaves, 41, 45
16455, Virginia Howarth, 35, 39
14763, Charmaine Mahony, 49, 38
14164, Tara Nielsen, 48, 21
12086, Doug Nugent, 39, 21
27475, Evan Johnston, 42, 20
26703, Erica Clifton, 37, 30
19597, Esther Mason, 45, 29
26056, Julie Poole, 24, 34
11484, Cam Grey, 23, 34
28094, Christine Simpson, 44, 33
10568, Kayla Knowles, 34, 41
16144, Claudia Hetherington, 34, 31
13293, Shelley Watson, 23, 33
18400, Scott Nugent, 35, 43
30133, Mr Godfrey, 22, 20
17082, Ruth Cross, 34, 25
19660, Ronnie Kirk, 31, 42
20695, Ros MacKay, 47, 44
15708, Md McDermott, 27, 35
29734, Leeanne Dickson, 38, 30
14941, Charlie Wang, 43, 48
28485, Helen Hanley, 33, 48
20777, Mervyn Willis, 40, 32
18578, Ralph Poole, 29, 36
16076, Pieter Black, 20, 31
26523, Bec West, 47, 20
14707, Doris Crane, 28, 35
31842, Kelli Kaur, 45, 34
14202, Nat David, 24, 43
32562, Margo Lau, 41, 24
23700, Lina Fischer, 36, 29
13067, Sophie English, 37, 26
13489, Jose Norris, 29, 31
17461, Nina Davey, 24, 44
17198, Deanna McGrath, 29, 46
16761, Michelle McLachlan, 30, 31
11501, Lea McMillan, 24, 38
27498, Lisa Daly, 42, 48
13664, Ross Mullins, 49, 41
30110, Ellen McKinnon, 40, 32
15451, Kim Reardon, 43, 39
17109, Adam McGuire, 33, 34
28786, Sherry Horton, 30, 44
13684, Cynthia Hewitt, 25, 47
13591, Alisha Bush, 35, 41
20709, Kim Newell, 31, 23
11962, Olga Camilleri, 44, 31
19849, Cassandra Radford, 43, 21
12024, Dirk McCarthy, 40, 24
12715, Amit FitzGerald, 38, 42
22161, Sasha Sheridan, 36, 41
10952, Robin Huang, 30, 42
22271, Barry Wells, 26, 46
20390, Terry Goddard, 49, 37
20103, Lin Coffey, 40, 44
25272, Johan Randall, 45, 26
23860, Jane Stafford, 22, 25
21074, Lyndon Lyons, 39, 32
22564, Jan Ellis, 45, 27
15192, Alana Atkins, 49, 37
15258, Cherie O'Connor, 33, 28
15569, Joan Hopkins, 37, 39
19293, Rex Owens, 34, 39
13948, Charmaine Roberts, 45, 41
17161, Jerome Christie, 38, 47
25269, Kent Ritchie, 21, 25
10727, Maya Banks, 24, 28
11839, Stella Corbett, 37, 35
21840, Leesa Wheeler, 36, 20
24115, Sophia Sheehan, 40, 43
24947, Peta Horton, 33, 21
28932, Rob Anthony, 34, 42
15433, Lawrence Griffin, 32, 34
26434, Greg Russo, 31, 20
10320, Derek Cairns, 20, 23
11310, Desiree Ferguson, 31, 47
15848, Rita Donald, 40, 25
23741, Hayden Charles, 41, 30
19076, Lois Forrest, 31, 23
10161, Jimmy Powell, 46, 28
25034, Byron Perkins, 34, 36
19832, Leslie Corbett, 36, 35
12450, Desiree Howarth, 31, 28
23278, Lex Burgess, 47, 48
15379, Georgia McDonald, 45, 23
25313, Sheila Street, 25, 29
12786, Rebbecca McGowan, 33, 21
18159, Teresa Warner, 21, 38
10390, Vicki Dale, 24, 34
10725, Iain Pascoe, 42, 28
27851, Alicia Gibson, 28, 38
31557, Aimee Wheatley, 28, 48
